Sec/S.No.,TYPE 1 GNSZ,TYPE 2 FNSZ,TYPE 3 ABSZ,TYPE 4 CPSZ,TYPE 5 TCSZ,TYPE 6 TNSZ
250,-0.5060308140573888,-2.5816808995025697,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
251,-0.34014493531682355,-2.3712109591991815,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
252,-0.1351608442924647,-2.1679233160480313,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
253,-0.015719044014665385,-2.014875960784051,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
254,0.012468310640312327,-1.9523947478500427,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
255,0.04040477391665948,-1.9731542113797687,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
256,0.02285404677897089,-2.0086481217251335,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
257,0.022935732344106636,-2.0118455563377577,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
258,-0.005397489391470499,-1.9696823700653145,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
259,-0.06246069132185392,-2.007001681514155,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
260,-0.1371504712718371,-2.017894434504178,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
261,-0.14217413352767155,-2.0518850733525626,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
262,-0.07316150035460672,-2.0689579424968376,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
263,0.0261914855830793,-2.05008353370142,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
264,0.09672113639437498,-1.9720088616677836,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
265,0.15019017345879568,-1.867841691507992,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
266,0.19193149724304556,-1.7465777907515927,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
267,0.17186602163582765,-1.625636019601689,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
268,0.1056773751431622,-1.4717535135060535,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
269,0.05003783591942638,-1.355941954607749,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
270,-0.0073229348553792125,-1.2025724697372735,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
271,-0.06140461365831591,-1.0323448687935204,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
272,-0.1470402593364587,-0.8906317033877243,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
273,-0.18246262118915388,-0.7757149489519078,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
274,-0.26293457221408695,-0.7035459863706937,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
275,-0.3105572566880941,-0.6408142281871884,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
276,-0.3602162456072648,-0.5645410958046952,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
277,-0.4343517306509715,-0.4915369823918253,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
278,-0.5429176813992991,-0.4020565361430064,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
279,-0.6396975720352163,-0.2849803202710519,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
280,-0.7212022619907911,-0.08781313964332114,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
281,-0.7833999851582643,0.1472221658369099,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
282,-0.7985935002734704,0.41455394704988124,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
283,-0.8416943052489042,0.8246487975713014,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
284,-0.8779160187032827,1.2395875229163242,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
285,-0.9097033729074468,1.6312851936889874,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
286,-0.9566258953945781,1.980306656964047,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
287,-0.9909980142669594,2.3984905398263603,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
288,-1.0177675408985132,2.792610148010825,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
289,-1.0423782347372004,3.0680309615646895,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
290,-1.0726660753528052,3.1933632399438685,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
291,-1.0313331793942333,3.106018393678855,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
292,-0.9780916949755474,2.830549857220324,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
293,-0.9134083967546652,2.412139290560847,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
294,-0.8363205619996318,1.8557975986903574,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
295,-0.7381636861228591,1.2661691808153068,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
296,-0.6968716329468545,0.6128545466634303,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
297,-0.6680366284540167,-0.09259736083609119,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
298,-0.6170414970765579,-0.8313956479710061,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
299,-0.5311666293862324,-1.4447184880127437,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
300,-0.42754849001182776,-1.9404640216835334,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
301,-0.2793475361231022,-2.340501270046586,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
302,-0.1327336160712953,-2.644818302375736,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
303,-0.04053978644941514,-2.8187682898834403,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
304,0.04156004119500446,-2.8688296168781124,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
305,0.10799374438307673,-2.792890544828282,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
306,0.14858563557220494,-2.5569842963378955,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
307,0.1264780208365997,-2.210671107902633,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
308,0.06860963262130884,-1.8341612515399368,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
309,0.03471012309006909,-1.3764389421618117,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
310,0.04840995929994025,-0.9153402372785645,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
311,0.10402615979077985,-0.4375743079407042,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
312,0.16407671953183373,0.07934826467563921,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
313,0.23563910927377138,0.6212299164323197,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
314,0.24694672536181686,1.155416249811602,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
315,0.20947638969750998,1.6479762795959336,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
316,0.16908871242122028,2.080405449501059,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
317,0.08792243409263507,2.4912042128663034,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
318,-0.040603967964878813,2.760421048813583,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
319,-0.15525549331580216,2.8667954033141796,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
320,-0.20277898817500192,2.885610158478764,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
321,-0.2555128551532026,2.838304829228555,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
322,-0.25710572367334544,2.714964982119183,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
323,-0.22849827182624194,2.547946746514221,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
324,-0.19361853551337574,2.336140564880184,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
325,-0.16823182880590162,2.0944956371037065,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
326,-0.11381757305919862,1.7619147144860965,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
327,-0.09383378301711645,1.4032532244684974,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
328,-0.09337284304242321,1.1282380556042941,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
329,-0.107341074680597,0.9030217377591003,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
330,-0.09846652149694511,0.7102808565391444,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
331,-0.10563151249597513,0.5205107261346493,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
332,-0.09131903454758755,0.34483078333280154,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
333,-0.08698386491218107,0.20018265929004408,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
334,-0.029897324248901857,0.05505730620062633,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
335,0.04700963532618846,-0.09499543679555968,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
336,0.14272761361534347,-0.1703856954417312,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
337,0.23273343702823668,-0.19891206170585451,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
338,0.29937135412914745,-0.2144697286269827,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
339,0.35578107153844657,-0.20784817560457006,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
340,0.41076129155787416,-0.1748597177541721,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
341,0.46605074978817207,-0.15252539837046683,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
342,0.4832747346653185,-0.20272989407913747,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
343,0.5003353484121936,-0.2724053348915513,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
344,0.5331262681308803,-0.16965792114557415,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
345,0.5610102192582118,0.058529147515080676,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
346,0.5807022751390956,0.2718982542769309,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
347,0.6248941658774109,0.5288145115465396,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
348,0.6366452178904776,0.69546289464034,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
349,0.6207165326890516,0.8563725984480494,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
350,0.6278523502719614,1.0160653681867746,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
351,0.6444928668267111,1.1847658361812148,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
352,0.6583560741668534,1.5053683097276493,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
353,0.7153667639482211,1.7271605091630553,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
354,0.774868863466222,1.8604983047999617,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
355,0.7898523299853657,1.9532119778399049,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
356,0.7982134310453084,1.8343461530429739,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
357,0.7899048421343813,1.8148274850345647,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
358,0.783334988824196,1.6183522865244915,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
359,0.7587826418177489,1.3548025455063037,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
360,0.7208572008619727,1.1135513316933212,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
361,0.6599956201527879,0.8439527125087132,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
362,0.63894408308072,0.6382908548504279,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
363,0.6155061605700501,0.4276061614760422,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
364,0.6104241514819762,0.15075366078219665,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
365,0.6211074564650572,-0.09647484684020675,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
366,0.603189144284259,-0.3563857163776093,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
367,0.5775690502478261,-0.49831363485440244,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
368,0.5475729437934191,-0.5915761212980049,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
369,0.5156572265583275,-0.6749599664757377,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
370,0.4938821887664879,-0.7548600396128496,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
371,0.4705084477712817,-0.8240463206524362,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
372,0.41872563415858727,-0.946885077262815,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
373,0.37218236608101396,-0.9621086838512809,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
374,0.3404766974419849,-0.9244791735221108,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
375,0.289289021518135,-0.8431235517926844,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
376,0.2725376459821297,-0.7188889002208243,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
377,0.25557622185006196,-0.5902040877888565,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
378,0.2106374916590789,-0.3607046392498858,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
379,0.1451315031036175,-0.0751069162759888,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
380,0.11026343615719923,0.19557739898977167,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
381,0.0700274606447327,0.46413804499789335,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
382,0.046735405214662094,0.7166041414073943,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
383,0.03078338128034008,1.0186424050387408,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
384,0.018822280671210747,1.2990979850348723,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
385,0.0023101271473880964,1.5004170583685483,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
386,-0.010672043025935109,1.668342029162165,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
387,-0.004323907678260848,1.7479438341451143,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
388,0.027195051097601113,1.774418115508598,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
389,0.0464144976373437,1.737743063272749,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
390,0.0587373486063593,1.6035581860780201,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
391,0.045877706780738874,1.3993399462858822,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
392,0.027690999171638482,1.0948081608857354,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
393,0.02395096722507635,0.70530574372771,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
394,0.028210285978571243,0.3046480976039985,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
395,0.047604773015032804,-0.08443674413819907,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
396,0.02544464613041179,-0.4753827791623718,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
397,0.005093271045219616,-0.8797986040285338,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
398,-0.0007880896445376583,-1.269086268115562,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
399,0.024843673758343284,-1.6167118364291402,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
400,0.043287107429298394,-1.9056740241819927,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
401,0.05640930999999686,-2.1024832830247284,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
402,0.05476392933083867,-2.1676727707985344,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
403,0.0008747950742925936,-2.1307233118608555,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
404,-0.02767430994057097,-2.0448101527358227,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
405,-0.062017255396832324,-1.864870940692531,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
406,-0.06531968610159702,-1.6572763053952715,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
407,-0.06828953986259542,-1.3829889108272253,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
408,-0.0320269836256491,-1.0732314673661474,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
409,-0.025212073620057434,-0.7807139232156749,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
410,-0.011302188814123582,-0.5291187698163294,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
411,-0.010117748119658635,-0.35553863481978704,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
412,-0.013741086401741312,-0.25622727020976477,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
413,-0.04928014191891551,-0.17364278368518826,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
414,-0.128375107702993,-0.09997054960699385,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
415,-0.20025840502224884,0.0030274093884798082,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
416,-0.2678473754886661,0.028773916455806604,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
417,-0.25701820342498594,-0.028207231715441136,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
418,-0.2135439787232184,-0.141561061023445,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
419,-0.15423442375160828,-0.2713792924412313,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
420,-0.12663637210225118,-0.41448835280850926,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
421,-0.07118937742490639,-0.52098201457077,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
422,-0.048247402988273735,-0.6058333390669836,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
423,-0.07092098199660377,-0.6598556671489372,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
424,-0.1125806202157179,-0.7151784443830401,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
425,-0.19590573133717032,-0.7744980148829237,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
426,-0.30304801937885023,-0.840295969691222,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
427,-0.3736476863888338,-0.9134671132704227,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
428,-0.3881760476165082,-1.019984636485017,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
429,-0.40591348461736326,-1.1104195408271564,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
430,-0.4312826872751657,-1.1865017815909853,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
431,-0.4460152624156787,-1.2674398279045835,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
432,-0.4745351940144227,-1.309686529260193,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
433,-0.509024006551283,-1.270911669219038,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
434,-0.5492541473805258,-1.1659332096799235,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
435,-0.6026414988798108,-1.0400282564447523,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
436,-0.6999815191052282,-0.896644789375645,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
437,-0.7904191090766949,-0.735210133616609,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
438,-0.8285896067278774,-0.6217012048684406,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
439,-0.8636910610032545,-0.49633313431076226,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
440,-0.8716729076536396,-0.23856979548333124,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
441,-0.9110395153657349,0.07368116974654722,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
442,-0.9668424257197419,0.3556042290611592,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
443,-1.0567082167352595,0.5577942454049905,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
444,-1.1109882747678115,0.687707922632109,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
445,-1.2056910181759968,0.7360512250588042,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
446,-1.2780002473706022,0.752706518787251,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
447,-1.3508462674218122,0.7575146014323542,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
448,-1.4009020148002131,0.7657229410349126,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
449,-1.412087102540555,0.7489006171401346,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
450,-1.3620021817460346,0.6953435873786749,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
451,-1.3101376825682043,0.6108501846674568,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
452,-1.2587282886818438,0.5193892378749975,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
453,-1.216345149742958,0.42731982404804597,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
454,-1.1777253814835296,0.31675778466300536,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
455,-1.1242796831520052,0.1763808605878584,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
456,-1.041882286663163,0.09485820869210104,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
457,-0.9885474473128938,0.010305152350050405,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
458,-0.9512988296110977,-0.07576310621514676,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
459,-0.9186479422897862,-0.1510817805043192,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
460,-0.8526109975609438,-0.22227242353987953,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
461,-0.7543257586532438,-0.3092354865675651,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
462,-0.6506551071298233,-0.41485820531967105,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
463,-0.559744907817216,-0.48425923943025473,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
464,-0.3904282353409586,-0.5393791943195271,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
465,-0.1833903358217641,-0.6285017187833507,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
466,0.05834059014712974,-0.7062900533889908,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
467,0.28091041640852027,-0.7728515746719455,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
468,0.44632952049116836,-0.8795361280528708,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
469,0.51826532995944,-1.0243154900834597,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
470,0.5968876864023761,-1.1271822110911016,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
471,0.6366102097911338,-1.1820277592785446,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
472,0.599805028014359,-1.2118426439686512,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
473,0.5847223718804079,-1.2311942818107289,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
474,0.6093155616694228,-1.2322680471657146,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
475,0.6894257623344701,-1.234809291839181,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
476,0.8202743683151222,-1.2342724091616881,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
477,0.95895895386556,-1.1546586734525723,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
478,1.048941438545557,-1.0408037536455752,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
479,1.0993939443831873,-0.9287861656682204,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
480,1.095368012958651,-0.8287947496667072,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
481,1.0686626678425606,-0.7998508079867556,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
482,1.006920049966557,-0.8051480504046861,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
483,0.9359878060128075,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
484,0.892653613708415,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
485,0.880114879460113,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
486,0.8655806835492148,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
487,0.8555917058697858,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
488,0.8757913791911547,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
489,0.8575113166504704,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
490,0.7917310979834826,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
491,0.7287923700465658,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
492,0.6786607717862536,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
493,0.6315398700695077,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
494,0.5187146005676854,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
495,0.46692011758854296,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
496,0.4168235274275746,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
497,0.35446243312983033,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
498,0.3173713518750812,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
499,0.2665862690936848,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
500,0.16737331555337426,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
501,0.05154318419120972,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
502,0.013728602216688856,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
503,-0.06446782235089796,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
504,-0.1692412290036476,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
505,-0.3067588779092924,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
506,-0.43729241099585037,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
507,-0.5198881867143069,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
508,-0.5518622507816384,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
509,-0.5603692189221803,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
510,-0.5154538274640931,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
511,-0.4725922445008419,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
512,-0.47154783620375224,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
513,-0.5070752223544785,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
514,-0.5245559332934793,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
515,-0.5697572242295408,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
516,-0.5941637041553889,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
517,-0.5888599771048039,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
518,-0.5967543035068293,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
519,-0.5663964466925365,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
520,-0.44189597605955905,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
521,-0.28596990158230323,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
