Sec,TYPE 1 GNSZ,TYPE 2 FNSZ,TYPE 3 ABSZ,TYPE 4 CPSZ,TYPE 5 TCSZ,TYPE 6 TNSZ
246,0.0,-0.5294397816526066,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
247,0.0,-0.6811417276728379,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
248,0.0,-0.7909913051142211,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
249,0.0,-0.859524918256538,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
250,0.0,-0.9051245929714523,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
251,0.0,-0.9269224342155217,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
252,0.0,-0.9025841964648951,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
253,0.0,-0.8398890695097738,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
254,0.0,-0.7599966974230681,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
255,0.0,-0.7202647190293969,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
256,0.0,-0.671352792144609,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
257,0.0,-0.5757728077632293,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
258,0.0,-0.4625122833051149,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
259,0.0,-0.38095272068875735,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
260,0.0,-0.30105769313532,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
261,0.0,-0.2100667978439214,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
262,0.0,-0.09322360618709956,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
263,0.0,0.030707026176343872,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
264,0.0,0.10433957802110784,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
265,0.0,0.1844488132242271,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
266,0.0,0.2730573122795982,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
267,0.0,0.3656357340987007,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
268,0.0,0.44382152623256943,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
269,0.0,0.5140316240380987,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
270,0.0,0.522373772775398,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
271,0.0,0.5198984352037648,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
272,0.0,0.4908640045383159,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
273,0.0,0.4501623382098248,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
274,0.0,0.40280385936301877,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
275,0.0,0.3574489301651996,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
276,0.0,0.3131508767265545,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
277,0.0,0.2834185008884853,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
278,0.0,0.25314263952601673,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
279,0.0,0.2116323835777556,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
280,0.0,0.17317325890409477,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
281,0.0,0.144192822728855,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
282,0.0,0.10395807596733567,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
283,0.0,0.05555511353943639,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
284,0.0,0.008054124644701526,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
285,0.0,-0.03685734160894161,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
286,0.0,-0.0901167101111358,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
287,0.0,-0.17224941096372887,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
288,0.0,-0.2573770357117702,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
289,0.0,-0.3248037618048014,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
290,0.0,-0.36975815810393864,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
291,0.0,-0.3850837417675388,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
292,0.0,-0.37857076703051845,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
293,0.0,-0.3551694664583555,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
294,0.0,-0.32296573624875047,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
295,0.0,-0.31846383498312325,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
296,0.0,-0.3285360202960553,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
297,0.0,-0.3404603936542735,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
298,0.0,-0.38291997895907914,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
299,0.0,-0.41535827539664155,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
300,0.0,-0.4368374606329198,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
301,0.0,-0.4321855254969575,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
302,0.0,-0.3955334459341457,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
303,0.0,-0.344043060852981,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
304,0.0,-0.3109820574668601,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
305,0.0,-0.2766654608944842,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
306,0.0,-0.24101006651159695,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
307,0.0,-0.20319179447582722,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
308,0.0,-0.17801619954917156,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
309,0.0,-0.176495502267546,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
310,0.0,-0.17090441706417703,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
311,0.0,-0.14942567440568738,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
312,0.0,-0.12874534207782998,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
313,0.0,-0.11925293366796236,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
314,0.0,-0.11077845417187203,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
315,0.0,-0.09344578023697618,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
316,0.0,-0.06011303408865555,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
317,0.0,-0.025174173145509775,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
318,0.0,0.01000677784799955,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
319,0.0,0.041683840489171974,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
320,0.0,0.05154580135251962,3.4743029148247214e-15,-1.1889509433325853e-17,0.0,0.0
